name;description;category;tags;creationyear;address;postcode;city;geo_point_2d;url;twitter;googleplus;facebook
Orange;Orange est l’un des principaux opérateurs de télécommunications dans le monde.;Entreprise;telecoms;1988;38 rue du Général Leclerc;92130;Issy les Moulineaux;48.825206, 2.27607;http://www.orange.com;orange;https://plus.google.com/+orange/;https://www.facebook.com/orange
LANGAGE COMMUN;Conseil & stratégie en communication globale. Community & reputation management BtoB.;Prestataire;"communication;BtoB;digital";2012;12 rue de chatillon;92140;Clamart;48.801362562, 2.268452012;www.langagecommun.com;langagecommun;;
MFG Labs;MFG Labs répond au défi quotidien de maintenir des interactions entre la recherche mathématique de haut niveau et les applications concrètes.;Entreprise;"apps;data";2009;35 rue de Châtaudun;75009;Paris;48.87611, 2.3365;http://www.mfglabs.com;mfg_labs;;https://www.facebook.com/MFGLabs
Global Switch;Global Switch est un fournisseur de datacentres.;Entreprise;datacenter;1998;7 rue Petit;92500;Clichy;48.89959, 2.29633;http://www.globalswitch.fr;globalswitch;;https://www.facebook.com/pages/Global-Switch/140046972712427
EURIDIS Paris;L'Ecole Supérieure de Commerce des Hautes Technologies est spécialisée sur les métiers de la vente et négociation B to B sur le secteur des Hautes Technologies.;École;"ecommerce;B2B";1991;62 rue du Landy;93200;La Plaine Saint Denis;48.915434, 2.359716;http://www.euridis-ecole.com;Ecole_Euridis;;https://www.facebook.com/euridis.ecole
Plyce;Plyce est une plateforme web et une application mobile géolocalisée qui vous permettent de trouver les bonnes affaires dans les points de vente : réductions, promotions et cadeaux.;Entreprise;"marketing;coupons;geolocalisation";2010;118 rue de Tocqueville;75017;Paris;48.888076, 2.306722;http://www.plyce.com;plyce;;https://www.facebook.com/plyce
Nagra France;;Entreprise;securite;1989;28 rue du Colonel Pierre Avia;75015;Paris;48.829568, 2.274513;http://www.nagra-france.fr;;;
MLstate;MLstate a développé, en partant de zéro, une solution d'envergure qui unit un langage, une base de données et un serveur Web, pour supprimer tout travail d'intégration;Entreprise;ocds;2010;37 rue des Mathurins;75008;Paris;48.873231, 2.3245846;http://www.mlstate.com;;;
Alter Way;Alter Way est un opérateur de services open source dédié au Ddigital et au système d’information qui se démarque par son ADN 100 % opensource et sa démarche résolument devops et industrielle.;Entreprise;opensource;2006;1 rue Royale;92210;Saint cloud;48.84193, 2.22108;http://www.alterway.fr;alterway;;
Progis;Progis a une triple activité d’éditeur d’applications, d’intégrateur de Système d’information géographique et de prestataire de services tels que le conseil, la formation et le support.;Entreprise;;2006;6 rue de la Grange Ory;94230;Cachan;48.8006678, 2.3242668;http://www.progis.fr;;;
Eliadis;Société de conseil, d’ingénierie et d’édition de logiciel collaboratif;Entreprise;;2001;Immeuble Atria, 21 avenue Edouard Belin;92500;Rueil-Malmaison;48.8879002, 2.1686074;http://www.eliadis.com/;;;
Sketchfab;Sketchfab est une plateforme en ligne de publication, de partage et d'embarquement de modèles 3D interactifs en temps réel sans plugin.;Entreprise;3d;2012;28 place de la Bourse;75002;Paris;48.869508, 2.341908;http://www.sketchfab.com;sketchfab;;https://www.facebook.com/SketchFab
ESIGETEL;L'Ecole Supérieure d'Ingénieurs en Informatique et Génie des Télécommunications forme des ingénieurs dans les domaines suivants : Informatique, Réseaux et Technologies Mobiles.;École;"ingenieur;informatique;telecom";1986;33 rue Victor Hugo;94800;Villejuif;48.790402, 2.36477;http://www.esigetel.fr;ESIGETEL;https://plus.google.com/116598029446034027117;https://www.facebook.com/esigetel
It-Green Group;IT-Green Group® est un nouvel opérateur Business Intelligence.;Entreprise;;2011;2 Place de la Défense, CNIT2 ESSEC Ventures;92053;Paris La Défense;48.8927623, 2.2398251;http://itgreen-group.com;;;
Entertainment Learning;Entertainment Learning édite English Attack !  un site conçu pour améliorer la pratique de l'anglais avec une approche pédagogique basée sur les médias de divertissement, le jeu éducatif et les réseaux sociaux.;Entreprise;"education;langue";2009;28 rue du Chemin Vert;75011;Paris;48.858379, 2.37261;http://www.english-attack.com;EnglishAttack;;http://www.facebook.com/EnglishAttack
Nomadic Solutions;Nomadic Solutions  commercialise une gamme de solutions matérielles complètes pour la géolocalisation par satellite, la télématique embarquée, la traçabilité et la sécurité des personnels itinérants de l’entreprise.;Entreprise;;2003;1015 avenue du Marechal Juin, ZI de Vaux le Pénil;77000;Melun;48.542105, 2.6554;http://www.nomadicsolutions.biz;;;
Many Players;Many Players propose des jeux sportifs en ligne et organise des compétitions sportives sur internet pour tous.;Entreprise;"jeu;sport";;9 rue Neuve Saint-Germain;92100;Boulogne Billancourt;48.827973, 2.247917;http://www.manyplayers.com;;;
Centre Francilien de l'Innovation;Le Centre Francilien de l’Innovation soutient le développement des entreprises franciliennes en accompagnant la maturation et la mise en œuvre de leurs projets d’innovation à forte valeur ajoutée économique, sociale et environnementale.;Acteur public;"organismeassocie;conseilregional;innovation";;74 rue du Faubourg Saint Antoine;75012;Paris;48.851768, 2.37415;http://www.innovation-idf.org;InnovationIdF;;
Vodeclic;Vodeclic est une plate-forme de formation bureautique en ligne en mode SaaS.;Entreprise;"elearning;bureautique";2007;36 rue Jules Verne;92250;Levallois Perret;48.895328, 2.29836;http://www.vodeclic.com;vodeclic;;http://www.facebook.com/Vodeclic
Social Media Analyzer;Social Media Analyzer est un panel de données issues des réseaux sociaux adapté à votre métier.\\n;Entreprise;"marketind;digital;reseauxsociaux";2012;47 boulevard Henri IV;75004;Paris;48.852779, 2.36791;http://www.socialmediaanalyzer.fr;NEOAP_SMA;;https://www.facebook.com/SocialMediaAnalyzer
Wallix;WALLIX est un éditeur de logiciels de sécurité informatique, spécialisé dans la gestion des risques liés à l'accès aux infrastructures informatiques critiques des entreprises.;Entreprise;"securite;opensource";2003;118, rue de Tocqueville;75017;Paris;48.888105, 2.3067732;http://www.wallix.fr;@wallixcom;;https://www.facebook.com/wallixcorporate
IdInvest Partners;Idinvest Partners est un des leaders européens du financement et de l'investissement dans des entreprises de taille moyenne non cotées.;Investisseur;"venturecapitalist;growthequity";1997;117 avenue des Champs Elysées;75008;Paris;48.87257, 2.29889;http://www.idinvest.com;;;
Storific;Storific est un assistant de commande et de paiement mobile orienté food & drinks.;Entreprise;"mobile;commande;food&drinks";2010;73 rue de Wattignies;75012;Paris;48.834992, 2.39948;http://www.storific.com;storific;;https://www.facebook.com/storific
Proxem;Proxem aide les décideurs à effectuer les bons choix dans un monde complexe. La plateforme Proxem analyse le contenu textuel des Big Data et en extrait en temps réel une information pertinente.;Entreprise;"semantique;bigdata;analytics";2007;19 boulevard de Magenta;75010;Paris;48.870659, 2.3611;http://www.proxem.com;proxem;https://plus.google.com/+Proxem;https://www.facebook.com/pages/Proxem/205277852816641
Machines Dubuit;;Entreprise;ocds;1955;10-12 rue du Ballon;93161;Noisy-Le-Grand;48.8332846, 2.5798252;;;;
Appsify;Appsify est une interface web intuitive qui permet de créer simplement des applications iOS.;Entreprise;"apps;mobile;developpement";2012;48 rue Meslay;75003;Paris;48.868309, 2.35707;http://www.appsify.me;appsifyme;;https://www.facebook.com/appsifyme
high Tech Station;Nouveau site de petites annonces gratuites (offres, échanges, emplois,\\\\\\\\nservices et rencontres) avec discussion possible en direct par le tchat.;Entreprise;;2012;contact@istation.ws;;;48.8726189283, 2.33562469482;http://tchatannonce.com;tchatannonce;;https://www.facebook.com/pages/Tchatannonce/186355171530560
DPRM;DPRM développe et propose DigitM , un outil pour gérer votre marketing digital et social.;Entreprise;marketing;2012;24 rue de l'Est;75020;Paris;48.871109, 2.393599;http://www.digitm.fr;;;https://www.facebook.com/pages/DigitM/527113623992646
AlphaUi;AlphaUi a lancé un prototype innovant pour donner efficacité et confort de saisie aux équipements de la mobilité sous la forme d'un clavier dorsal qui s’intègre aux smartphones et tablettes mobiles.;Entreprise;"equipement;mobile;interface";2008;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.alphaui.com;AlphaUi_;;
Time Reversal Communications;TIME REVERSAL COMMUNICATIONS possède une expertise unique dans le domaine des communications sans fil et des appareils portatifs sécurisés;Entreprise;telecoms;2008;Parc Saint-Christophe 10 avenue de l'Entreprise;95861;Cergy-Pontoise Cedex;49.036111, 2.063056;;;;
ESG Automotive France SAS;La compétence clé d'ESG France réside dans la conception, le développement, l'intégration, et l'exploitation des systèmes électroniques et logiciels embarqués complexes.;Entreprise;transport;1998;153, boulevard Anatole France Centre Paris Pleyel;93521;Saint-Denis Cedex;48.9389646383, 2.35759735107;http://www.esg-group.fr;;;
Xilabs;Xilabs est un studio spécialisé dans la création de jeux urbains utilisant la géolocalisation et la réalité augmentée.;Entreprise;"studio;jeu;ra";2006;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.xilabs.fr;xilabs;;http://www.facebook.com/xilabs
ESIEE Paris;;Entreprise;telecoms;1987;Cité Descartes Bp99;93162;Noisy-Le-Grand Cedex;48.8314735, 2.5664151;;;;
Delimedia;Delimedia édite Delitoon un portail qui invente une nouvelle façon de lire la bande dessinée sur Internet.;Entreprise;bandedessinee;2011;17 avenue de l'Insurrection;94400;Vitry sur Seine;48.798187, 2.401933;http://www.delitoon.com;delitoon;;https://www.facebook.com/delitoon
Zilok;Zilok est une plateforme qui permet à n'importe qui, particuliers et professionnels, de louer et mettre en location tout type de biens.;Entreprise;"marketplace;location";2007;22 rue du Sentier;75002;Paris;48.869598, 2.34607;http://www.zilok.com;zilok;;https://www.facebook.com/Zilok
EFFICOM Paris;EFFICOM Paris propose des formations dans ces domaines : Graphisme & Design, Audiovisuel, Informatique, Web.;École;"informatique;web;design";1988;11 rue Camille Pelletan;92120;Montrouge;48.816668, 2.309655;http://www.efficom.fr;;https://plus.google.com/106227280162989806178;https://www.facebook.com/pages/Efficom-Campus-Paris/291693280871530
Black Sheep Studio;Black Sheep est un studio spécialisé dans le développement de jeux vidéos : services, outsourcing, serious games.;Entreprise;"jeu;studio";2003;18 rue Soleillet;75020;Paris;48.865629, 2.392446;http://www.blacksheep-studio.org;;;
Simulity;We offer support, training and consulting services to our consumers to help them deliver value-added applications.;Entreprise;securite;2010;39, boulevard Georges Clémenceau;92400;Courbevoie;48.9028973, 2.2709295;http://www.simulity.com/;;;
Paris Innovation Bourse;Un des lieux d'hébergement proposé par Paris Incubateurs qui accueille en particulier les entreprises innovantes du programme d'incubation lié au secteur de la finance.;Incubateur;"hebergement;accompagnement;finance";;28 place de la Bourse;75002;Paris;48.869508, 2.341908;http://www.parisincubateurs.com/sites_incubateur/get_site/28;;;
Celum;Celum est l'un des leaders dans le domaine des solutions d'entreprise de digital asset management solutions.;Entreprise;;1999;46 avenue des Frères Lumière;78190;Trappes;48.75753, 1.98505;http://www.celum.com;celum;;https://www.facebook.com/pages/celum-ALWAYS-AHEAD/129629563448
Cup of Teach;Cup of Teach est une université communautaire qui propose des ateliers collectifs uniques et originaux entre particuliers.;Entreprise;"elearning;universite";2012;55 quai Alphonse le Gallo;92100;Boulogne Billancourt;48.84001, 2.224425;http://www.cupofteach.com;cupofteach;;https://www.facebook.com/cupofteach
Evolution Energie;Evolution Energie met à disposition de ses clients une solution logicielle innovante permettant de suivre, analyser et contrôler leurs coûts en énergie.;Entreprise;energie;2010;110-122 rue des Poissonniers, 48 voie CI18;75899;Paris Cedex 18;48.891474, 2.3516972;;;;
Ineo Defense;Expert en systèmes de communication, de sécurité et de leurs environnements opérationnels, Ineo Defense conçoit, développe et opère ses propres solutions et services innovants au profit de la Défense et de la Sécurité à partir d’un socle métiers performant.;Entreprise;securite;1982;Bat 8, Zone aéronautique Louis Breguet;78457;Velizy-Villacoublay;48.777049, 2.199556;http://www.ineodefense.fr;;;
DigiBiDi;DigiBiDi opère une plateforme qui permet la location ou l'achat en ligne de bandes dessinées sous forme numérique.;Entreprise;"bandedessinee;edition";2008;199 rue des Pyrénées;75019;Paris;48.862221, 2.40008;http://www.digibidi.com;digiBiDi;;http://www.facebook.com/pages/digiBiDi/119469926475
ValoTec;ValoTec est une structure de « recherche collaborative » originale bâtie autour de trois axes: une plate-forme de prototypage rapide en électronique, un réseau d’experts académiques pluridisciplinaires un support de gestion de projets.;Entreprise;ocds;2005;94 rue Marcel Bonnet;94230;Cachan;48.7962345, 2.3225207;http://www.valotec.com;;;
Transatel;Positionnement sur le marché MNO.;Entreprise;telecoms;2000;Tour les Saisons, 4, place des saisons - CS 30001;92036;Paris-La-Defense;48.8841522, 2.2368863;http://www.transatel.com;;;
RATP;;Entreprise;"transport;opensource;ocds";1958;54, Quai de La Rapée LAC B916 Cedex 12;75599;Paris;48.856614, 2.3522219;http://www.ratp.com;;;
Alert.Us;Alert.Us est une application mobile qui permet aux enfants d’obtenir l’aide de leurs proches dès qu’ils ont besoin d’assistance.;Entreprise;"securite;enfants;mobile";2011;7 avenue de Friedland;75008;Paris;48.8746, 2.30392;http://www.alert.us;AlertUs;;https://www.facebook.com/pages/AlertUs/191696730924046
Qosmos;Qosmos crée des logiciels qui analysent et optimisent les applications, les services utilisant les réseaux IP.  Qosmos a développé une technologie distinctive et protégée qui permet des analyses temps réel des flux.;Entreprise;telecoms;2000;5 Impasse Chalabre Immeuble le Cardinet;75017;Paris;48.8822444, 2.3078389;http://www.qosmos.com;;;
